657.0,59,0,0,657.0,55360,680.0,35.9582726006,5
1327.0,59,8,0,670.0,55376,713.0,45.2837544938,2
2189.0,77,6,0,862.0,177051,789.0,44.1486722695,2
735.0,59,1,1,735.0,55362,727.0,27.8424136885,4
1574.0,77,5,1,839.0,177049,772.0,35.8817869062,3
2934.0,84,1,1,1360.0,255202,1296.0,69.1028790626,4
682.0,59,2,2,682.0,55364,714.0,30.0709249328,4
1445.0,77,2,2,763.0,177043,781.0,38.5194414344,4
2256.0,77,9,2,811.0,177057,762.0,36.8875959754,2
753.0,59,3,3,753.0,55366,717.0,29.4509404729,3
1537.0,77,3,3,784.0,177045,787.0,31.8514231691,3
2884.0,84,3,3,1347.0,255206,1371.0,57.0573119075,3
774.0,59,4,4,774.0,55368,717.0,42.7825284064,3
1461.0,77,4,4,687.0,177047,781.0,36.0363851216,3
2474.0,84,0,4,1013.0,255200,993.0,52.1438041937,5
720.0,59,5,5,720.0,55370,699.0,40.2289173291,3
1434.0,59,9,5,714.0,55378,700.0,30.5882674446,2
2281.0,77,7,5,847.0,177053,776.0,38.920161194,2
724.0,59,6,6,724.0,55372,703.0,39.1214034836,2
1542.0,77,0,6,818.0,177039,785.0,40.348840719,5
2320.0,77,8,6,778.0,177055,762.0,39.296812513,2
713.0,59,7,7,713.0,55374,704.0,32.0606333457,2
1496.0,77,1,7,783.0,177041,799.0,36.556049251,4
2711.0,84,2,7,1215.0,255204,1148.0,53.4457669044,4
2868.0,84,4,0,679.0,255208,709.0,37.1388220769,3
3737.0,41,3,0,869.0,289513,864.0,32.2415227536,3
4691.0,41,8,0,954.0,289523,904.0,32.3146943926,2
4206.0,84,5,1,1272.0,255210,1264.0,49.8397431775,3
5049.0,41,5,1,843.0,289517,865.0,32.5642684387,3
7572.0,96,3,1,2523.0,299333,2639.0,104.020949307,3
3785.0,84,6,2,1529.0,255212,1426.0,71.161861459,2
4598.0,41,6,2,813.0,289519,864.0,45.0116651547,2
7272.0,96,4,2,2674.0,299335,2591.0,80.0148670396,3
4267.0,84,7,3,1383.0,255214,1600.0,69.6699738995,2
5186.0,41,9,3,919.0,289525,980.0,53.7856124374,2
7709.0,96,5,3,2523.0,299337,2590.0,84.0933065739,3
4251.0,84,8,4,1777.0,255216,1711.0,83.4609741767,2
6906.0,96,1,4,2655.0,299329,2627.0,92.3976531942,4
9597.0,96,6,4,2691.0,299339,2549.0,81.9870978296,2
4198.0,84,9,5,1917.0,255218,1755.0,76.9161539395,2
6677.0,96,2,5,2479.0,299331,2625.0,108.554073356,4
9383.0,96,7,5,2706.0,299341,2634.0,96.5287521933,2
2938.0,41,0,6,618.0,289507,635.0,41.7686296286,5
3786.0,41,2,6,848.0,289511,891.0,40.9393325223,4
4767.0,41,7,6,981.0,289521,911.0,44.8129151966,2
3493.0,41,1,7,782.0,289509,807.0,34.7440263703,4
4343.0,41,4,7,850.0,289515,858.0,28.9908787834,3
7328.0,96,0,7,2985.0,299327,2569.0,193.620158531,5
5411.0,49,0,0,720.0,15062,704.0,27.8059062261,5
7727.0,12,3,0,2316.0,15859,2264.0,48.5066191902,3
8678.0,73,7,0,951.0,17525,889.0,59.1514336704,2
8271.0,49,1,1,699.0,15064,725.0,37.3284144629,4
10572.0,12,4,1,2301.0,15861,2275.0,46.1258005208,3
11495.0,73,8,1,923.0,17527,874.0,49.7322039051,2
8015.0,49,2,2,743.0,15066,758.0,35.0031577523,4
10168.0,12,5,2,2153.0,15863,2176.0,56.1900909039,3
11077.0,73,6,2,909.0,17523,889.0,43.4765514538,2
8457.0,49,3,3,748.0,15068,778.0,43.035450503,3
9035.0,12,6,3,578.0,15865,575.0,29.1068358764,2
9935.0,73,1,3,900.0,17513,860.0,41.3855746544,4
10354.0,49,4,4,757.0,15070,785.0,34.8915236276,3
11295.0,73,0,4,941.0,17511,915.0,55.2821471135,5
12222.0,73,2,4,927.0,17515,895.0,36.8133271062,4
11753.0,12,0,5,2370.0,15853,2349.0,42.8835326019,5
12584.0,73,4,5,831.0,17519,856.0,35.4020516801,3
13533.0,73,9,5,949.0,17529,897.0,46.547542193,2
6989.0,12,1,6,2222.0,15855,2408.0,73.9614942492,4
7894.0,73,5,6,905.0,17521,879.0,38.7155279605,3
8623.0,27,1,6,729.0,23116,713.0,16.6918669133,4
9656.0,12,2,7,2328.0,15857,2301.0,46.086046524,4
10576.0,73,3,7,920.0,17517,922.0,42.6862482478,3
11308.0,27,0,7,732.0,23114,734.0,25.3098690965,5
10181.0,5,0,0,584.0,19844,659.0,60.9692761281,5
12658.0,8,1,0,2477.0,24643,2350.0,69.9156446614,4
24352.0,14,1,0,11694.0,49330,11334.0,357.216343116,4
12122.0,5,1,1,627.0,19846,638.0,25.2166924664,4
14364.0,8,0,1,2242.0,24641,2285.0,50.7589504682,5
26369.0,14,0,1,12005.0,49328,11744.0,309.606452231,5
11714.0,5,2,2,637.0,19848,620.0,26.4354228063,4
12397.0,27,5,2,683.0,23124,719.0,33.7381168164,3
14149.0,8,7,2,1752.0,24655,1762.0,46.6683708962,2
10573.0,5,3,3,638.0,19850,626.0,22.2175843113,3
11214.0,27,6,3,641.0,23126,703.0,25.7748857775,2
13757.0,8,6,3,2543.0,24653,2457.0,60.9102877837,2
12864.0,5,4,4,642.0,19852,634.0,26.9539568426,3
13495.0,27,7,4,631.0,23128,611.0,27.9828424876,2
16052.0,8,5,4,2557.0,24651,2565.0,64.408462177,3
13824.0,5,5,5,291.0,19854,315.0,21.0460022457,3
14525.0,27,4,5,701.0,23122,706.0,25.6459189325,3
17169.0,8,4,5,2644.0,24649,2667.0,59.5884128616,3
10328.0,27,2,6,731.0,23118,715.0,32.5703691623,4
12894.0,8,3,6,2566.0,24647,2614.0,75.4295767762,3
20835.0,14,3,6,7941.0,49334,7954.0,273.76514618,3
12010.0,27,3,7,702.0,23120,703.0,35.1185585965,3
14383.0,8,2,7,2373.0,24645,2443.0,65.2714776106,4
26121.0,14,2,7,11738.0,49332,11540.0,343.689333403,4
25068.0,21,0,0,716.0,29391,749.0,35.8404358526,5
27958.0,96,8,0,2890.0,299343,2581.0,115.656205604,2
28383.0,79,0,0,425.0,499467,399.0,39.9978946814,5
27119.0,21,1,1,750.0,29393,759.0,47.986730622,4
29601.0,96,9,1,2482.0,299345,2524.0,77.1129724905,2
43218.0,26,6,1,13617.0,409300,14173.0,488.132100326,2
14909.0,21,2,2,760.0,29395,784.0,38.5539608178,4
27980.0,26,3,2,13071.0,409294,12486.0,398.507333354,3
28380.0,79,2,2,400.0,499471,381.0,28.5020313219,4
14557.0,21,3,3,800.0,29397,768.0,36.963139534,3
27167.0,26,0,3,12610.0,409288,12539.0,279.630936283,5
27760.0,45,0,3,593.0,504610,583.0,29.3427566602,5
16823.0,21,4,4,771.0,29399,737.0,32.9182000531,3
17166.0,21,8,4,343.0,29407,318.0,20.4591377088,2
30211.0,26,5,4,13045.0,409298,13040.0,284.310801024,3
17989.0,21,5,5,820.0,29401,795.0,38.5479878648,3
30751.0,26,4,5,12762.0,409296,12852.0,344.291736758,3
31292.0,45,2,5,541.0,504614,623.0,34.122804537,4
