8945.0,70,9,0,8945.0,600490,8807.0,303.441640101,2
9611.0,45,1,0,666.0,504612,582.0,37.3972627763,4
10221.0,45,0,0,610.0,504610,583.0,29.3427566602,5
7670.0,70,8,1,7670.0,600488,7908.0,338.458000971,2
8354.0,45,5,1,684.0,504620,614.0,27.0057985976,3
8906.0,45,3,1,552.0,504616,508.0,33.2003091298,3
6005.0,70,7,2,6005.0,600486,5967.0,140.876009313,2
6742.0,45,9,2,737.0,504628,668.0,37.5163122416,2
7381.0,45,8,2,639.0,504626,641.0,29.7514263258,2
5415.0,70,6,3,5415.0,600484,5408.0,213.73062239,2
7934.0,70,1,3,2519.0,600474,2405.0,92.0035897469,4
8628.0,45,6,3,694.0,504622,645.0,32.7303175086,2
5634.0,70,5,4,5634.0,600482,5534.0,197.928821603,3
7397.0,70,0,4,1763.0,600472,1848.0,85.6243171314,5
8030.0,45,7,4,633.0,504624,592.0,27.8009371292,2
8301.0,70,4,5,8301.0,600480,8173.0,201.625884669,3
8815.0,45,4,5,514.0,504618,539.0,23.6337737816,3
9479.0,45,2,5,664.0,504614,623.0,34.122804537,4
9956.0,70,3,6,9956.0,600478,9859.0,370.375382125,3
10341.0,79,2,6,385.0,499471,381.0,28.5020313219,4
10743.0,79,0,6,402.0,499467,399.0,39.9978946814,5
10017.0,70,2,7,10017.0,600476,10108.0,493.899145362,4
10424.0,79,1,7,407.0,499469,390.0,26.1007662723,4
23901.0,26,6,7,13477.0,409300,14173.0,488.132100326,2
23677.0,26,5,0,13456.0,409298,13040.0,284.310801024,3
24580.0,41,8,0,903.0,289523,904.0,32.3146943926,2
25452.0,41,6,0,872.0,289519,864.0,45.0116651547,2
21742.0,26,4,1,12836.0,409296,12852.0,344.291736758,3
22588.0,41,9,1,846.0,289525,980.0,53.7856124374,2
23398.0,41,7,1,810.0,289521,911.0,44.8129151966,2
19950.0,26,3,2,12569.0,409294,12486.0,398.507333354,3
22484.0,96,2,2,2534.0,299331,2625.0,108.554073356,4
23313.0,41,4,2,829.0,289515,858.0,28.9908787834,3
20279.0,26,2,3,11651.0,409292,12120.0,346.031923535,4
22899.0,96,3,3,2620.0,299333,2639.0,104.020949307,3
23785.0,41,5,3,886.0,289517,865.0,32.5642684387,3
20486.0,26,1,4,12456.0,409290,12772.0,267.292152404,4
23238.0,96,0,4,2752.0,299327,2569.0,193.620158531,5
24143.0,41,2,4,905.0,289511,891.0,40.9393325223,4
21821.0,26,0,5,12342.0,409288,12539.0,279.630936283,5
24571.0,96,1,5,2750.0,299329,2627.0,92.3976531942,4
25450.0,41,3,5,879.0,289513,864.0,32.2415227536,3
13269.0,96,9,6,2526.0,299345,2524.0,77.1129724905,2
15916.0,96,7,6,2647.0,299341,2634.0,96.5287521933,2
18523.0,96,4,6,2607.0,299335,2591.0,80.0148670396,3
26473.0,96,8,7,2572.0,299343,2581.0,115.656205604,2
28892.0,96,6,7,2419.0,299339,2549.0,81.9870978296,2
31229.0,96,5,7,2337.0,299337,2590.0,84.0933065739,3
26257.0,41,1,0,805.0,289509,807.0,34.7440263703,4
27529.0,84,1,0,1272.0,255202,1296.0,69.1028790626,4
28256.0,77,3,0,727.0,177045,787.0,31.8514231691,3
24500.0,41,0,1,599.0,289507,635.0,41.7686296286,5
25881.0,84,3,1,1381.0,255206,1371.0,57.0573119075,3
26703.0,77,4,1,822.0,177047,781.0,36.0363851216,3
25696.0,84,9,2,1795.0,255218,1755.0,76.9161539395,2
26437.0,77,6,2,741.0,177051,789.0,44.1486722695,2
46873.0,17,6,2,20436.0,70921,19673.0,650.874899048,2
25597.0,84,8,3,1696.0,255216,1711.0,83.4609741767,2
26357.0,77,7,3,760.0,177053,776.0,38.920161194,2
35775.0,17,7,3,9418.0,70923,9197.0,399.402962327,2
25765.0,84,7,4,1622.0,255214,1600.0,69.6699738995,2
26550.0,77,8,4,785.0,177055,762.0,39.296812513,2
27370.0,77,0,4,820.0,177039,785.0,40.348840719,5
26812.0,84,6,5,1362.0,255212,1426.0,71.161861459,2
27562.0,77,9,5,750.0,177057,762.0,36.8875959754,2
