3291.0,0,100,0,0,3291.0,539397,3407.0,165.901492649,0,5
4113.0,1,77,6,0,822.0,177051,789.0,44.1486722695,0,2
6753.0,2,96,3,0,2640.0,299333,2639.0,104.020949307,0,3
3510.0,0,100,1,1,3510.0,539399,3379.0,144.365617717,0,4
4305.0,1,77,5,1,795.0,177049,772.0,35.8817869062,0,3
6908.0,2,96,2,1,2603.0,299331,2625.0,108.554073356,0,4
3161.0,0,100,2,2,3161.0,539401,3349.0,139.418000801,0,4
3933.0,1,77,3,2,772.0,177045,787.0,31.8514231691,0,3
6168.0,2,96,0,2,2235.0,299327,2569.0,193.620158531,0,5
3357.0,0,100,3,3,3357.0,539403,3331.0,86.9333683134,0,3
4193.0,1,77,2,3,836.0,177043,781.0,38.5194414344,0,4
4980.0,1,77,8,3,787.0,177055,762.0,39.296812513,0,2
3276.0,0,100,4,4,3276.0,539405,3363.0,162.713268957,0,3
4082.0,1,77,4,4,806.0,177047,781.0,36.0363851216,0,3
6616.0,2,96,1,4,2534.0,299329,2627.0,92.3976531942,0,4
3183.0,0,100,5,5,3183.0,539407,3324.0,154.754610509,0,3
3932.0,1,77,1,5,749.0,177041,799.0,36.556049251,0,4
4637.0,1,77,9,5,705.0,177057,762.0,36.8875959754,0,2
3260.0,0,100,6,6,3260.0,539409,3313.0,186.044215175,0,2
4039.0,1,77,0,6,779.0,177039,785.0,40.348840719,0,5
4801.0,1,77,7,6,762.0,177053,776.0,38.920161194,0,2
3309.0,0,100,7,7,3309.0,539411,3243.0,149.649933617,0,2
6448.0,0,100,8,7,3139.0,539413,3182.0,142.017271003,0,2
9060.0,2,96,4,7,2612.0,299335,2591.0,80.0148670396,0,3
9189.0,2,96,5,0,2436.0,299337,2590.0,84.0933065739,0,3
9812.0,5,45,0,0,623.0,504610,583.0,29.3427566602,0,5
10470.0,5,45,2,0,658.0,504614,623.0,34.122804537,0,4
9632.0,2,96,6,1,2724.0,299339,2549.0,81.9870978296,0,2
10552.0,4,41,8,1,920.0,289523,904.0,32.3146943926,0,2
11150.0,5,45,5,1,598.0,504620,614.0,27.0057985976,0,3
8892.0,2,96,7,2,2724.0,299341,2634.0,96.5287521933,0,2
9456.0,5,45,1,2,564.0,504612,582.0,37.3972627763,0,4
9969.0,5,45,3,2,513.0,504616,508.0,33.2003091298,0,3
7451.0,2,96,8,3,2471.0,299343,2581.0,115.656205604,0,2
8447.0,4,41,9,3,996.0,289525,980.0,53.7856124374,0,2
9021.0,5,45,6,3,574.0,504622,645.0,32.7303175086,0,2
9188.0,2,96,9,4,2572.0,299345,2524.0,77.1129724905,0,2
10094.0,4,41,7,4,906.0,289521,911.0,44.8129151966,0,2
10615.0,5,45,4,4,521.0,504618,539.0,23.6337737816,0,3
4985.0,3,79,0,5,348.0,499467,399.0,39.9978946814,0,5
5850.0,4,41,2,5,865.0,289511,891.0,40.9393325223,0,4
6726.0,4,41,5,5,876.0,289517,865.0,32.5642684387,0,3
5216.0,3,79,1,6,415.0,499469,390.0,26.1007662723,0,4
6052.0,4,41,1,6,836.0,289509,807.0,34.7440263703,0,4
6848.0,4,41,4,6,796.0,289515,858.0,28.9908787834,0,3
9696.0,4,41,0,7,636.0,289507,635.0,41.7686296286,0,5
10602.0,4,41,3,7,906.0,289513,864.0,32.2415227536,0,3
11404.0,4,41,6,7,802.0,289519,864.0,45.0116651547,0,2
11013.0,5,45,7,0,543.0,504624,592.0,27.8009371292,0,2
16015.0,6,70,5,0,5002.0,600482,5534.0,197.928821603,0,3
11747.0,5,45,8,1,597.0,504626,641.0,29.7514263258,0,2
17274.0,6,70,6,1,5527.0,600484,5408.0,213.73062239,0,2
10666.0,5,45,9,2,697.0,504628,668.0,37.5163122416,0,2
16492.0,6,70,7,2,5826.0,600486,5967.0,140.876009313,0,2
10953.0,6,70,0,3,1893.0,600472,1848.0,85.6243171314,0,5
18742.0,6,70,8,3,7789.0,600488,7908.0,338.458000971,0,2
13052.0,6,70,1,4,2437.0,600474,2405.0,92.0035897469,0,4
22124.0,6,70,9,4,9072.0,600490,8807.0,303.441640101,0,2
19508.0,6,70,2,5,10448.0,600476,10108.0,493.899145362,0,4
18942.0,6,70,3,6,9882.0,600478,9859.0,370.375382125,0,3
19454.0,6,70,4,7,8050.0,600480,8173.0,201.625884669,0,3
