0 , 0 , 0 , 0 , 0
24 , 24 , 0 , 0 , 7788
48 , 48 , 0 , 0 , 10678
72 , 72 , 0 , 0 , 13796
96 , 96 , 6 , 6 , 18936
120 , 120 , 12 , 12 , 39363
144 , 148 , 18 , 21 , 46102
168 , 177 , 42 , 47 , 57992
192 , 208 , 66 , 71 , 73708
216 , 232 , 89 , 94 , 104711
240 , 256 , 113 , 118 , 124229
264 , 281 , 137 , 143 , 127210
288 , 305 , 161 , 167 , 132048
312 , 333 , 185 , 195 , 140193
336 , 359 , 209 , 221 , 144132
360 , 383 , 233 , 245 , 147682
384 , 412 , 257 , 274 , 161672
408 , 436 , 281 , 298 , 164935
432 , 464 , 305 , 326 , 179632
456 , 488 , 329 , 350 , 190843
480 , 525 , 353 , 378 , 199819
504 , 558 , 377 , 411 , 212187
528 , 591 , 401 , 444 , 244126
552 , 615 , 425 , 468 , 247586
576 , 639 , 449 , 492 , 263792
600 , 669 , 473 , 521 , 283294
624 , 709 , 497 , 556 , 298675
648 , 738 , 521 , 584 , 325335
672 , 762 , 545 , 608 , 334243
696 , 790 , 569 , 636 , 340184
720 , 815 , 593 , 661 , 350450
744 , 841 , 617 , 686 , 360295
768 , 872 , 641 , 717 , 371943
792 , 906 , 665 , 751 , 375664
816 , 941 , 689 , 786 , 382961
840 , 976 , 713 , 821 , 388104
864 , 1004 , 737 , 849 , 412742
888 , 1033 , 761 , 873 , 417094
912 , 1080 , 785 , 920 , 448246
936 , 1109 , 809 , 949 , 457479
960 , 1135 , 833 , 975 , 471342
984 , 1170 , 857 , 1010 , 504830
1008 , 1194 , 881 , 1034 , 516423
1032 , 1224 , 905 , 1064 , 521198
1056 , 1262 , 929 , 1102 , 541999
1080 , 1299 , 953 , 1139 , 553257
1104 , 1336 , 977 , 1176 , 569347
1128 , 1370 , 1001 , 1210 , 595370
1152 , 1394 , 1025 , 1234 , 612559
1176 , 1424 , 1049 , 1264 , 632172
1200 , 1456 , 1073 , 1296 , 649342
1224 , 1490 , 1097 , 1330 , 654424
1248 , 1518 , 1121 , 1358 , 658409
1272 , 1542 , 1145 , 1382 , 669130
1296 , 1577 , 1169 , 1417 , 685353
1320 , 1606 , 1193 , 1446 , 694693
1344 , 1636 , 1217 , 1476 , 709647
1368 , 1668 , 1241 , 1508 , 713123
1392 , 1704 , 1265 , 1544 , 748540
1416 , 1734 , 1289 , 1574 , 765125
1440 , 1762 , 1313 , 1602 , 771502
1464 , 1789 , 1337 , 1629 , 775299
1488 , 1813 , 1361 , 1653 , 779051
1512 , 1843 , 1385 , 1683 , 789036
1536 , 1871 , 1409 , 1711 , 798661
1560 , 1897 , 1433 , 1737 , 815920
1584 , 1925 , 1457 , 1765 , 825374
1608 , 1949 , 1481 , 1789 , 836509
1632 , 1973 , 1505 , 1813 , 851099
1656 , 2000 , 1529 , 1840 , 856732
1680 , 2024 , 1553 , 1864 , 870126
1704 , 2048 , 1577 , 1888 , 880332
1728 , 2073 , 1601 , 1913 , 901236
1752 , 2100 , 1625 , 1940 , 917862
1776 , 2124 , 1649 , 1964 , 922560
1800 , 2148 , 1673 , 1988 , 925076
1824 , 2172 , 1697 , 2012 , 946606
1848 , 2196 , 1721 , 2036 , 951940
1872 , 2220 , 1745 , 2060 , 964940
1896 , 2246 , 1769 , 2086 , 969530
1920 , 2279 , 1793 , 2119 , 980972
1944 , 2316 , 1817 , 2156 , 986635
1968 , 2340 , 1841 , 2180 , 991095
