0 , 0 , 0 , 0 , 0
24 , 24 , 0 , 0 , 2330
48 , 48 , 0 , 0 , 8089
72 , 72 , 0 , 0 , 11795
96 , 96 , 0 , 0 , 22253
120 , 120 , 1 , 1 , 29195
144 , 146 , 1 , 1 , 32665
168 , 170 , 1 , 1 , 42826
192 , 198 , 2 , 2 , 49381
216 , 224 , 8 , 10 , 62831
240 , 250 , 18 , 20 , 73751
264 , 277 , 42 , 47 , 84228
288 , 301 , 66 , 71 , 90457
312 , 325 , 90 , 95 , 100418
336 , 349 , 114 , 119 , 114510
360 , 374 , 138 , 143 , 129676
384 , 398 , 162 , 167 , 147446
408 , 424 , 186 , 193 , 159030
432 , 449 , 210 , 218 , 170162
456 , 476 , 234 , 245 , 183278
480 , 501 , 258 , 270 , 188498
504 , 527 , 282 , 296 , 196770
528 , 553 , 306 , 322 , 204875
552 , 583 , 330 , 352 , 212336
576 , 615 , 354 , 381 , 223791
600 , 639 , 378 , 405 , 237500
624 , 664 , 402 , 430 , 255179
648 , 694 , 426 , 460 , 279240
672 , 726 , 450 , 492 , 298509
696 , 751 , 474 , 517 , 306422
720 , 779 , 498 , 545 , 321893
744 , 806 , 522 , 572 , 333614
768 , 841 , 546 , 605 , 349661
792 , 872 , 570 , 636 , 364587
816 , 897 , 594 , 661 , 382799
840 , 922 , 618 , 686 , 398217
864 , 949 , 642 , 713 , 424567
888 , 977 , 666 , 741 , 434427
912 , 1001 , 690 , 765 , 443052
936 , 1033 , 714 , 797 , 453616
960 , 1066 , 738 , 830 , 461569
984 , 1100 , 762 , 864 , 475152
1008 , 1131 , 786 , 895 , 482678
1032 , 1162 , 810 , 926 , 490399
1056 , 1191 , 834 , 955 , 497359
1080 , 1219 , 858 , 983 , 506396
1104 , 1243 , 882 , 1007 , 519599
1128 , 1267 , 906 , 1031 , 532208
1152 , 1291 , 930 , 1055 , 544385
1176 , 1315 , 954 , 1079 , 552588
1200 , 1339 , 978 , 1103 , 564315
1224 , 1367 , 1002 , 1131 , 579589
1248 , 1396 , 1026 , 1160 , 598004
1272 , 1428 , 1050 , 1192 , 616879
1296 , 1454 , 1074 , 1218 , 622606
1320 , 1478 , 1098 , 1242 , 628590
1344 , 1504 , 1122 , 1268 , 635664
1368 , 1529 , 1146 , 1293 , 643436
1392 , 1555 , 1170 , 1319 , 652438
1416 , 1584 , 1194 , 1348 , 658056
1440 , 1611 , 1218 , 1375 , 661357
1464 , 1635 , 1242 , 1399 , 669328
1488 , 1659 , 1266 , 1423 , 682676
1512 , 1683 , 1290 , 1447 , 692920
1536 , 1707 , 1314 , 1471 , 700539
1560 , 1731 , 1338 , 1495 , 710588
1584 , 1756 , 1362 , 1520 , 719197
1608 , 1782 , 1386 , 1546 , 726390
1632 , 1810 , 1410 , 1574 , 729504
1656 , 1838 , 1434 , 1602 , 750158
1680 , 1866 , 1458 , 1630 , 771669
1704 , 1896 , 1482 , 1660 , 784396
1728 , 1926 , 1506 , 1690 , 798114
1752 , 1950 , 1530 , 1714 , 818549
